id,datetime,userAgent,searchIsContextual,isInternal,actionCause,operatingSystemWithVersion,country,city,batchId,language,browserWithVersion,username,numberOfResults,splitTestRunVersion,anonymous,browser,responseTimeMs,searchCustomData,searchOriginLevel1,searchOriginLevel2,withResults,userId,originContext,originLevel3,causeV2,queryPipeline,deviceCategory,originLevel2,originLevel1,region,splitTestRunName,advancedQueryExpression,customDatas,visitorId,queryExpression,withClicks,mobile,visitId,c_jsuiversion,c_product,c_facetvalue
"f3261754-fa16-4027-aa18-e63bc9cac1b0","2019-10-01 04:03:47.226","Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13E238","f","f","searchboxSubmit","iOS 9","Italy","Poirino","fe8919f3-c47b-4d5c-a0c0-5ea2003b62e5","en","Safari mobile","marjorie.wagner@hexzone.com","231","","f","Safari mobile","98","{""c_recommendation"":""Certifications"",""c_jsuiversion"":""0.0.0.0;0.0.0.0"",""c_customvalue"":""Value2"",""c_partnerstype"":""SI's"",""c_product"":""Fitbit Flex 2 Bangle"",""c_partners"":""Mortens Fitness Consultants"",""c_ipaddress"":""94.83.225.54""}","CommunitySearch","","t","marjorie.wagner@hexzone.com","","","searchboxSubmit","","Smartphone","","CommunitySearch","Turin","","","{""c_recommendation"":""Certifications"",""c_jsuiversion"":""0.0.0.0;0.0.0.0"",""c_customvalue"":""Value2"",""c_partnerstype"":""SI's"",""c_product"":""Fitbit Flex 2 Bangle"",""c_partners"":""Mortens Fitness Consultants"",""c_ipaddress"":""94.83.225.54""}","29af4521-15d5-47ad-8efa-87afd4c37d80","how to see map on cell phone","t","t","dfa24739-2f2b-4c87-a522-463b24871d48","0.0.0.0;0.0.0.0","Fitbit Flex 2 Bangle",""
"3873ea72-0be6-4a84-9d8a-397c1a871b0a","2019-10-01 04:04:00.574","Mozilla/5.0 (iPad; CPU OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1","f","f","inputChange","iOS 9","United States","","8f66b3c4-f94c-45fd-9099-85550b62dbbf","en","Safari mobile 9.0","minnie.grant@apple.com","69542","","f","Safari mobile","80","{""c_recommendation"":""Training Courses"",""c_jsuiversion"":""0.0.0.0;0.0.0.0"",""c_inputtitle"":""Subject"",""c_customvalue"":""Value2"",""c_partnerstype"":""ISV"",""c_product"":""Speedbit Flex 2 Fitness"",""c_partners"":""Arizona Fitness Specialists"",""c_ipaddress"":""192.153.154.96""}","CommunityCaseCreation","","t","minnie.grant@apple.com","","","inputChange","","Tablet","","CommunityCaseCreation","North America","","($some(keywords: My Speedbit is not recording, match: 1, removeStopWords: true, maximum: 300)) ($sort(criteria: relevancy))","{""c_recommendation"":""Training Courses"",""c_jsuiversion"":""0.0.0.0;0.0.0.0"",""c_inputtitle"":""Subject"",""c_customvalue"":""Value2"",""c_partnerstype"":""ISV"",""c_product"":""Speedbit Flex 2 Fitness"",""c_partners"":""Arizona Fitness Specialists"",""c_ipaddress"":""192.153.154.96""}","29445dec-1f61-46fc-92ed-6387a2a43be2","my speedbit is not recording","f","t","9b46c8ec-c485-4c15-9a4f-8adc03d83734","0.0.0.0;0.0.0.0","Speedbit Flex 2 Fitness",""
"f7392a25-83c2-4547-8f9f-87cbfb4c18a1","2019-10-01 04:04:01.884","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0","f","f","searchboxSubmit","Windows 7","United States","","37759fe7-b017-4ec3-9293-4fdc4085e6a4","en","Firefox 45.0","anonymous","1855","","t","Firefox","35","{""c_recommendation"":""Certifications"",""c_jsuiversion"":""0.0.0.0;0.0.0.0"",""c_customvalue"":"""",""c_partnerstype"":"""",""c_product"":""Fitbit Alta Fitness"",""c_partners"":""Mortens Fitness Consultants"",""c_ipaddress"":""100.203.32.29""}","CommunitySearch","","t","38af4253-734c-4888-9336-689fb4aa585f","","","searchboxSubmit","","Personal computer","","CommunitySearch","North America","","","{""c_recommendation"":""Certifications"",""c_jsuiversion"":""0.0.0.0;0.0.0.0"",""c_customvalue"":"""",""c_partnerstype"":"""",""c_product"":""Fitbit Alta Fitness"",""c_partners"":""Mortens Fitness Consultants"",""c_ipaddress"":""100.203.32.29""}","38af4253-734c-4888-9336-689fb4aa585f","speedbit blaze broken","t","f","3fd2c449-ba9e-41f8-af71-9af364776882","0.0.0.0;0.0.0.0","Fitbit Alta Fitness",""
"e8e38ce5-2756-4c60-ac7b-18d83e16da40","2019-10-01 04:04:46.119","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0","f","f","searchboxSubmit","Windows 7","Canada","Toronto","a957c030-185f-4043-9e21-7a0d659bb98f","en","Firefox 45.0","anonymous","1855","","t","Firefox","34","{""c_recommendation"":""Training Courses"",""c_jsuiversion"":""0.0.0.0;0.0.0.0"",""c_customvalue"":"""",""c_partnerstype"":"""",""c_product"":""Fitbit Flex 2 Lariat Necklace Silver"",""c_partners"":""IPartner FIT FIT"",""c_ipaddress"":""162.248.127.25""}","CommunitySearch","","t","86c02ea6-d2fc-4173-9930-742ced7c3830","","","searchboxSubmit","","Personal computer","","CommunitySearch","Ontario","","","{""c_recommendation"":""Training Courses"",""c_jsuiversion"":""0.0.0.0;0.0.0.0"",""c_customvalue"":"""",""c_partnerstype"":"""",""c_product"":""Fitbit Flex 2 Lariat Necklace Silver"",""c_partners"":""IPartner FIT FIT"",""c_ipaddress"":""162.248.127.25""}","86c02ea6-d2fc-4173-9930-742ced7c3830","speedbit blaze broken","f","f","1069b479-186b-4cd1-99a0-6b84a0aabd1a","0.0.0.0;0.0.0.0","Fitbit Flex 2 Lariat Necklace Silver",""
"60440fd0-42bc-4c39-bf80-dfd5fe301825","2019-10-01 04:05:15.818","Mozilla/5.0 (Linux; Android 5.1.1; Nexus 6 Build/LYZ28E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.23 Mobile Safari/537.36","f","f","interfaceChange","Android 5.1 lollipop","Russia","Chelyabinsk","59d08631-049e-457b-b9e4-d2d42d897610","en","Chrome Mobile 48.0","wallace.ray@hexzone.com","2493","","f","Chrome Mobile","99","{""c_recommendation"":"""",""c_jsuiversion"":""0.0.0.0;0.0.0.0"",""c_customvalue"":"""",""c_partnerstype"":""Reseller"",""c_interfacechangeto"":"""",""c_product"":""Speedbit Blaze Smart"",""c_partners"":""Pro Fitness Consulting"",""c_entitlement"":""Basic"",""c_ipaddress"":""83.146.86.198""}","CommunitySearch","","t","wallace.ray@hexzone.com","","","interfaceChange","","Smartphone","","CommunitySearch","Chelyabinsk","","","{""c_recommendation"":"""",""c_jsuiversion"":""0.0.0.0;0.0.0.0"",""c_customvalue"":"""",""c_partnerstype"":""Reseller"",""c_interfacechangeto"":"""",""c_product"":""Speedbit Blaze Smart"",""c_partners"":""Pro Fitness Consulting"",""c_entitlement"":""Basic"",""c_ipaddress"":""83.146.86.198""}","9ad3e93c-8bbf-4236-b893-83a9cd3c59b6","fitbit charge","t","t","a05d3ecf-02ce-4ce3-a412-a09bf51d37a3","0.0.0.0;0.0.0.0","Speedbit Blaze Smart",""
"5d4012c5-3f3c-4c9e-a215-5d2f21961e26","2019-10-01 04:05:45.332","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36","f","f","searchboxSubmit","Windows 7","United States","Dayton","29b4a4a7-0a9e-4e41-aad0-627a36212e3d","en","Chrome 49.0","anonymous","25839","","t","Chrome","110","{""c_recommendation"":""Training Courses"",""c_jsuiversion"":""0.0.0.0;0.0.0.0"",""c_customvalue"":""Value3"",""c_partnerstype"":""Reseller"",""c_product"":""Fitbit Blaze Smart Fitness Watch - Large - Black"",""c_partners"":""Inty"",""c_ipaddress"":""72.9.32.109""}","CommunitySearch","","t","c9a4a52f-3a52-4679-8116-42f8dafb47ed","","","searchboxSubmit","","Personal computer","","CommunitySearch","Ohio","","","{""c_recommendation"":""Training Courses"",""c_jsuiversion"":""0.0.0.0;0.0.0.0"",""c_customvalue"":""Value3"",""c_partnerstype"":""Reseller"",""c_product"":""Fitbit Blaze Smart Fitness Watch - Large - Black"",""c_partners"":""Inty"",""c_ipaddress"":""72.9.32.109""}","c9a4a52f-3a52-4679-8116-42f8dafb47ed","certification of speedbit","t","f","81c4134b-84ca-4737-8895-f8098c5af030","0.0.0.0;0.0.0.0","Fitbit Blaze Smart Fitness Watch - Large - Black",""
"d0fa20aa-4680-4668-bb33-3aba26254171","2019-10-01 04:06:29.769","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36","f","f","searchboxSubmit","Windows 7","United States","","1b7cc2ab-1899-4aed-bd42-df7c2dd46bbf","en","Chrome 49.0","april.rhodes@yahoo.com","6854","","f","Chrome","100","{""c_recommendation"":""Training Courses"",""c_jsuiversion"":""0.0.0.0;0.0.0.0"",""c_customvalue"":""Value2"",""c_partnerstype"":"""",""c_product"":""Speedbit Blaze Smart"",""c_partners"":""Algofit.com"",""c_ipaddress"":""205.214.160.167""}","CommunitySearch","","t","april.rhodes@yahoo.com","","","searchboxSubmit","","Personal computer","","CommunitySearch","North America","","","{""c_recommendation"":""Training Courses"",""c_jsuiversion"":""0.0.0.0;0.0.0.0"",""c_customvalue"":""Value2"",""c_partnerstype"":"""",""c_product"":""Speedbit Blaze Smart"",""c_partners"":""Algofit.com"",""c_ipaddress"":""205.214.160.167""}","9dffeb62-4e46-4fe4-b982-7b08836f72f8","where could i find","f","f","5701e1a7-bc73-48b9-b7ed-4b3d1caa5a66","0.0.0.0;0.0.0.0","Speedbit Blaze Smart",""
"a5d467d4-28fc-4625-b269-b41c32e1a805","2019-10-01 04:08:49.939","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0","f","f","searchboxSubmit","Windows 7","Canada","Prince Albert","c32be834-24a7-4cb0-a472-01b764b89eb3","en","Firefox 45.0","anonymous","557","","t","Firefox","25","{""c_recommendation"":""Training Courses"",""c_jsuiversion"":""0.0.0.0;0.0.0.0"",""c_customvalue"":""Value3"",""c_partnerstype"":""Distributors"",""c_product"":""Speedbit Flex 2 Fitness"",""c_partners"":""Pro Fitness Consulting"",""c_ipaddress"":""198.169.156.67""}","CommunitySearch","","t","8005d9ac-ee71-4f97-8465-b88a80c9358e","","","searchboxSubmit","","Personal computer","","CommunitySearch","Saskatchewan","","","{""c_recommendation"":""Training Courses"",""c_jsuiversion"":""0.0.0.0;0.0.0.0"",""c_customvalue"":""Value3"",""c_partnerstype"":""Distributors"",""c_product"":""Speedbit Flex 2 Fitness"",""c_partners"":""Pro Fitness Consulting"",""c_ipaddress"":""198.169.156.67""}","8005d9ac-ee71-4f97-8465-b88a80c9358e","connect laptop to smart watch","t","f","405da3b2-1d8c-4a2e-b72c-88ad42b52247","0.0.0.0;0.0.0.0","Speedbit Flex 2 Fitness",""
"d2b832e5-d65c-4a7d-82b7-1521d9071e17","2019-10-01 04:09:03.697","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0","f","f","searchboxSubmit","Windows 7","Russia","Chelyabinsk","83676fb8-8b72-4480-8263-4201d2f2cfcc","en","Firefox 45.0","paul.torres@gmail.com","376","","f","Firefox","84","{""c_recommendation"":""Certifications"",""c_jsuiversion"":""0.0.0.0;0.0.0.0"",""c_customvalue"":""Value3"",""c_partnerstype"":""ISV"",""c_product"":""Speedbit Blaze Smart"",""c_partners"":""IPartner FIT FIT"",""c_ipaddress"":""83.146.86.198""}","CommunitySearch","","t","paul.torres@gmail.com","","","searchboxSubmit","","Personal computer","","CommunitySearch","Chelyabinsk","","","{""c_recommendation"":""Certifications"",""c_jsuiversion"":""0.0.0.0;0.0.0.0"",""c_customvalue"":""Value3"",""c_partnerstype"":""ISV"",""c_product"":""Speedbit Blaze Smart"",""c_partners"":""IPartner FIT FIT"",""c_ipaddress"":""83.146.86.198""}","45869ac0-7767-4860-aa78-f9577ed1b3ab","blaze user guide","f","f","950a277e-aa74-4ad9-9333-9a1d99a39a33","0.0.0.0;0.0.0.0","Speedbit Blaze Smart",""
"658f0bc9-258f-490c-a9da-72b672e50c3a","2019-10-01 04:09:11.651","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0","f","f","searchboxSubmit","Windows 7","Netherlands","","e2fe6ac8-0f31-4188-9f8e-9437e39a951e","en","Firefox 45.0","anonymous","75","","t","Firefox","25","{""c_recommendation"":""Certifications"",""c_jsuiversion"":""0.0.0.0;0.0.0.0"",""c_customvalue"":"""",""c_partnerstype"":""ISV"",""c_product"":""Speedbit Charge HR"",""c_partners"":""IPartner FIT FIT"",""c_ipaddress"":""82.204.109.172""}","CommunitySearch","","t","9c4c2eac-a055-4926-878e-106bcfcecbbd","","","searchboxSubmit","","Personal computer","","CommunitySearch","Europe","","","{""c_recommendation"":""Certifications"",""c_jsuiversion"":""0.0.0.0;0.0.0.0"",""c_customvalue"":"""",""c_partnerstype"":""ISV"",""c_product"":""Speedbit Charge HR"",""c_partners"":""IPartner FIT FIT"",""c_ipaddress"":""82.204.109.172""}","9c4c2eac-a055-4926-878e-106bcfcecbbd","broken screen","f","f","6a41ac67-f004-4083-ada4-9cc8663bd6f3","0.0.0.0;0.0.0.0","Speedbit Charge HR",""
